Country,Date,Time,Year,Site,Cluster,Plot,Latitude,Longitude,Altitude,Accuracy,Photo,SlopeDn,SlopeUp,MajLform,LformDes,PosTopoSeq,ArtSurface,VegCovLT40,PlotFlood,PlotCultMgd,Trees,Shrubs,Graminoids,Forbs,VegOther,Broadleaf,Needleleaf,Evergreen,Deciduous,WdCovRate1,WdCovRate2,WdCovRate3,WdCovRate4,HerbCovRate1,HerbCovRate2,HerbCovRate3,HerbCovRate4,HerbHeight,HerbAnnual,VegStrataDescr,SameLanduse90,LandOwnership,UseFoodBeverage,UseForage,UseTimberFuelwood,UseOther,LandUseHistory,RockCover1,RockCover2,RockCover3,RockCover4,Erosion1,Erosion2,Erosion3,Erosion4,SoilConservation,SWCStructures,SWCDescr,AugDepth1,AugDepth2,AugDepth3,AugDepth4,ShSuPlDe1,ShSuPlDe2,ShSuPlDe3,ShSuPlDe4,TrSuPlDe1,TrSuPlDe2,TrSuPlDe3,TrSuPlDe4,VegStructure,VegStructureOtherDescr,ImpactTreeCutting,ImpactAgric,ImpactGrazing,ImpactFire,ImpactUrban,ImpactIndustry,ImpactErosion,ImpactAlienVeg,ImpactCollecting,ImpactOther,ImpactOtherDescr,Notes,KEY,notes1,notes2,dom_landuse,other_landuse,rangel_data
Eswatini,"Jan 19, 2021",4:05:00 AM,2021,Mtsambama,14,11,-26.9676,31.3413,1094.6,5,media/1611047167727.jpg,25,9,steep,high_gradient_hill,ridge_crest,,no,no,no,no,no,yes,yes,,yes,yes,no,yes,3,3,4,3,3,3,3,3,03to08,yes,The plot is characterized of woody plants (shrublets) and grasses,yes,communal,no,yes,no,,Virgin land used for grazing,over40,over40,over40,over40,sheet,sheet,sheet,sheet,,0,none,18,18,16,17,0,0,0,0,0,0,0,0,wooded_grassland,,0,0,1,0,0,0,1,0,0,,,,9WH30IDNS5P9CZGSTU9IRO0MG,CM:20-50(24),,,,no
Eswatini,"Feb 9, 2021",4:26:00 AM,2021,Mtsambama,14,13,-26.9654,31.3477,969,5,media/1612862810351.jpg,6,3,sloping,mountainous_highland,midslope,,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,5,5,5,5,4,5,4,5,03to08,yes,Various species of trees found  close to each other,yes,private,no,no,no,no,Virgin land,under5,under5,under5,under5,sheet,rill,sheet,sheet,,0,none,60,70,70,55,3,2,1,2,1,3,3,3,bushland,,1,0,0,0,0,0,0,1,0,0,,,uuid:8994d3ba-37e6-4115-aaa1-a1c3463b73fe,Cm=55,,,,no
Eswatini,"Feb 9, 2021",4:52:00 AM,2021,Mtsambama,14,14,-26.964,31.3446,981.1,5,media/1612864373547.jpg,5,2,sloping,high_gradient_mountain,midslope,,no,no,no,yes,yes,no,no,no,yes,no,no,yes,5,5,5,5,4,4,4,4,03to08,yes,Trees and shrubs are found closer to each other whilst other vines are found around the plot,yes,communal,no,no,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,80,80,70,67,2,2,1,2,3,3,4,2,bushland,,0,0,1,0,0,0,1,1,0,0,,,uuid:7b282fd9-3d1a-4c5b-a0b5-fa5be5932c56,Cm=70,,,,no
Eswatini,"Jan 19, 2021",5:19:00 AM,2021,Mtsambama,14,15,-26.9669,31.3454,1041.4,5,media/1611051620257.jpg,15,8,sloping,mededium_gradient_mountain,midslope,,no,no,no,no,no,yes,yes,,yes,yes,no,yes,2,2,2,2,2,2,2,2,03to08,yes,This plot consists of shrublets with low lying grasses and herbaceous plants,yes,communal,no,yes,no,,Virgin land primarily used for grazing,May-40,May-40,May-40,May-40,sheet,sheet,sheet,sheet,,0,none,28,16,35,33,0,0,0,0,0,0,0,0,wooded_grassland,,0,0,1,0,0,0,1,1,0,,,,I4ZAICXNWCDC4NHETT8RGU3B3,CM:20-50(25),,,,no
Eswatini,"Feb 9, 2021",5:11:00 AM,2021,Mtsambama,14,3,-26.9628,31.3483,976.4,5,media/1612865553456.jpg,13,7,sloping,high_gradient_mountain,midslope,,no,no,no,yes,no,no,no,no,yes,no,no,yes,4,5,4,4,4,4,4,4,03to08,yes,Acacia decurrens found all over plot average height 6m.,yes,communal,no,no,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,70,50,63,65,0,0,0,0,4,4,5,5,woodland,,0,0,0,0,0,0,1,1,0,0,,,uuid:3aba5f0a-8b34-45e8-9211-e7366bfaab79,Cm=70,,,,no
Eswatini,"Feb 9, 2021",4:21:00 AM,2021,Mtsambama,14,4,-26.9653,31.3474,973.4,5,media/1612862524567.jpg,11,4,sloping,high_gradient_mountain,midslope,,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,5,5,5,5,5,5,5,5,003to03,yes,Gum trees are found with average 8m height,yes,private,no,no,yes,no,Gum plantation,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,50,50,45,40,0,0,0,0,5,7,6,5,Forest,,0,0,0,0,0,0,1,1,0,0,,,uuid:93105570-6a36-474c-9fb2-3e1eba88b578,Cm=35,,,,no
Eswatini,"Feb 9, 2021",5:06:00 AM,2021,Mtsambama,14,6,-26.962,31.347,1014.4,5,media/1612865206474.jpg,11,6,sloping,high_gradient_mountain,midslope,,no,no,no,yes,no,no,no,no,yes,no,yes,yes,5,5,5,5,5,4,4,4,003to03,yes,Plot is dominated by acacia decurrens trees.,yes,communal,no,no,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,30,28,23,32,0,0,0,0,5,4,4,5,woodland,,0,0,1,0,0,0,1,1,0,0,,,uuid:ccdb0cb5-ad15-41ef-8ac1-b5ff41b31c60,Cm=35,,,,no
Eswatini,"Jan 19, 2021",4:03:00 AM,2021,Mtsambama,14,7,-26.9676,31.3416,1108.6,5,media/1611047037858.jpg,24,9,steep,high_gradient_hill,ridge_crest,,no,no,no,no,no,yes,yes,,yes,yes,no,yes,3,3,3,3,3,3,3,3,03to08,yes,The plot consist of mainly shrublets and low lying grasses.,yes,communal,no,yes,no,,Virgin land,over40,over40,over40,over40,sheet,sheet,sheet,sheet,,0,none,16,13,17,14,0,0,0,0,0,0,0,0,wooded_grassland,,0,0,1,0,0,0,1,0,0,,,,1VOJLH2WPRBBH9B338JBU0JXQ,"CM:0-20(15)
Infiltration was measured",,,,no
Eswatini,"Jan 19, 2021",4:36:00 AM,2021,Mtsambama,14,8,-26.9666,31.3428,1038.2,5,media/1611049174087.jpg,19,1,sloping,high_gradient_hill,midslope,,no,yes,no,yes,no,yes,yes,,yes,yes,yes,yes,4,3,3,2,3,4,3,3,03to08,yes,This plot consists of herbaceous plants covering much part of the plot with very few grasses. There are also trees and shrublets,yes,communal,yes,yes,no,,This is a virgin land. The plot falls into a perennial river.,under5,under5,under5,under5,rill,gully,rill,sheet,,0,none,70,50,50,70,0,0,0,0,2,3,2,0,freshwater_aquatic,,0,0,0,0,0,0,3,1,0,,,,LXS6COW6IWGBWYGKPX5I93AE8,CM:20-50(50),,,,no
Eswatini,"Jan 27, 2021",3:37:00 AM,2021,Mtsambama,15,1,-26.9387,31.3432,1036.3,5,media/1611737150115.jpg,6,16,sloping,medium_gradient_hill,midslope,,no,no,no,no,no,yes,yes,,no,yes,no,yes,1,1,1,1,3,3,4,4,03to08,yes,The plot is mostly covered by grasses.,yes,communal,no,yes,no,,Virgin land,under5,under5,under5,under5,rill,rill,none,none,,0,none,40,35,43,35,0,0,0,0,0,0,0,0,grassland,,1,0,1,0,0,0,2,0,0,,,,NKY0RU4QZE2WIZV36NDB4DIDP,CM:20-50(40),,,,no
Eswatini,"Jan 26, 2021",4:43:00 AM,2021,Mtsambama,15,10,-26.9441,31.3455,1121.3,4,media/1611654218382.jpg,10,6,sloping,medium_gradient_hill,upland,,no,no,no,yes,no,yes,yes,,yes,yes,no,yes,1,1,1,1,5,5,5,5,03to30,yes,The plot is having grasses and herbaceous plants. There are also few trees on the plot,yes,communal,no,yes,no,,Virgin land,under5,under5,under5,under5,none,none,none,none,,0,none,30,35,38,28,0,0,0,0,1,0,3,0,wooded_grassland,,0,0,0,0,0,0,0,1,0,,,,9T5SKO14QIN39LOKQE9D45X9I,"Cm:20-50(37)
Infiltration was measured",,,,no
Eswatini,"Jan 27, 2021",3:12:00 AM,2021,Mtsambama,15,11,-26.9382,31.344,1034,5,media/1611735190548.jpg,17,1,sloping,medium_gradient_hill,midslope,,no,no,no,no,no,yes,yes,,no,no,no,no,1,0,0,0,1,3,3,3,03to08,yes,The plot is dominated by grasses averaging between 0.3-0.8m and few herbaceous plants,yes,communal,no,yes,no,,Virgin land,under5,under5,under5,under5,sheet,sheet,none,none,,0,none,60,30,20,16,0,0,0,0,0,0,0,0,grassland,,0,0,1,0,0,0,1,0,0,,,,5HHTKMY6ZEZWDF7PF3Y4D7HW4,CM:50-80(75),,,,yes
Eswatini,"Jan 20, 2021",4:54:00 AM,2021,Mtsambama,15,14,-26.9433,31.3423,1070.7,5,media/1611136492949.jpg,6,12,steep,high_gradient_mountain,midslope,,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,5,5,5,5,5,5,5,5,03to08,yes,This plot is dominated by Acacia dealbata,yes,communal,no,no,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,rill,rill,,0,none,45,55,40,33,1,2,0,3,4,3,3,2,bushland,,0,0,1,0,0,0,2,1,0,0,,,uuid:fcf470d7-f9e5-4e0c-9e8d-0eb9921b95fd,Cm=40,,,Bushland,no
Eswatini,"Jan 20, 2021",4:46:00 AM,2021,Mtsambama,15,15,-26.9437,31.3418,1068.6,5,media/1611136001876.jpg,11,18,steep,mededium_gradient_mountain,midslope,,no,no,no,no,yes,no,no,no,yes,no,yes,yes,5,5,5,5,5,5,5,5,03to30,yes,Shrubs only which are lantana camara and psidium guajava only.,yes,communal,no,no,no,no,Virgin land,under5,under5,under5,under5,sheet,none,none,sheet,,0,none,40,45,30,38,3,3,4,4,0,0,0,0,shrubland,,0,0,0,0,0,0,1,0,0,,,,uuid:7aad1b9b-db2c-49b2-9487-26f16142edf5,Cm=35,,,Shrubland,no
Eswatini,"Jan 26, 2021",4:29:00 AM,2021,Mtsambama,15,2,-26.945,31.3456,1114.2,5,media/1611653938495.jpg,8,4,level,medium_gradient_hill,upland,,no,no,no,no,no,yes,yes,,yes,no,no,no,1,1,1,1,5,5,5,5,03to08,yes,The plot is a grass completely covered by grasses and other herbaceous plants with very few woody plants,yes,communal,no,yes,no,,Virgin land,under5,under5,under5,under5,none,none,none,none,,0,none,35,40,38,42,0,0,0,0,0,0,0,0,grassland,,0,0,0,0,0,1,0,0,0,,,,EKKSUDZ7J5WFVTTQKPNK0SY6T,"Cm:20-50(40)
Infiltration was measured",,,,yes
Eswatini,"Jan 27, 2021",2:47:00 AM,2021,Mtsambama,15,4,-26.9375,31.3451,1025.4,5,media/1611733737042.jpg,16,2,sloping,low_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,no,yes,3,3,3,3,3,3,3,3,003to03,yes,"The plot consists of grasses, shrublets",yes,communal,no,yes,no,,Virgin land,under5,under5,under5,under5,rill,none,none,none,,0,none,30,35,31,32,0,1,0,0,0,0,0,1,wooded_grassland,,0,0,1,0,0,0,1,0,0,,,,PT69O1V680DUYBMJZHXX9OJ7T,CM:20-50(40),,,,yes
Eswatini,"Jan 20, 2021",4:49:00 AM,2021,Mtsambama,15,6,-26.9436,31.3415,1068.8,5,media/1611136176526.jpg,6,14,sloping,high_gradient_mountain,midslope,,no,no,no,no,yes,no,no,no,yes,no,no,yes,5,5,5,5,5,5,5,5,03to08,yes,Guava shrubs and msutane are found.,yes,communal,no,no,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,70,55,67,65,2,0,3,2,0,0,0,0,shrubland,,0,0,1,0,0,0,1,3,0,0,,,uuid:94a6c73f-dadc-4299-867e-c2addacf0081,Cm=50,,,Shrubland,no
Eswatini,"Jan 20, 2021",4:19:00 AM,2021,Mtsambama,15,8,-26.942,31.3414,1048.6,6,media/1611134425901.jpg,8,17,steep,mededium_gradient_mountain,midslope,,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,5,5,5,5,5,5,5,5,03to30,yes,This plot is dominated by Acacia dealbata and lantana camara.,yes,communal,no,no,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,60,55,40,45,3,3,2,1,2,4,3,2,bushland,,1,0,1,0,0,0,1,3,1,0,,,uuid:e193d634-3423-40a3-a170-9ed7e147dd9b,Cm=45,,,Bushland,no
Eswatini,"Jan 20, 2021",4:02:00 AM,2021,Mtsambama,15,9,-26.9408,31.3421,1084.3,21,media/1611133357688.jpg,9,16,steep,mountainous_highland,midslope,,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,1,0,5,4,4,5,003to03,yes,No trees and shrubs.,yes,communal,yes,no,no,no,Maize field found in a recently established homestead.,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,1,struc,50,45,45,58,0,0,0,0,0,0,0,0,cropland,,1,3,0,0,0,0,1,1,0,0,,,uuid:9f0798d1-cbaa-4b3d-b6d2-5db3ce96ae8e,Cm=40,,,,no
Eswatini,"Jan 18, 2021",4:54:00 AM,2021,Mtsambama,16,10,-26.9292,31.346,957.4,5,media/1610963675814.jpg,7,3,steep,mededium_gradient_mountain,midslope,,no,no,yes,no,no,no,no,no,no,no,no,no,0,0,0,0,3,4,3,2,03to30,yes,No trees and shrubs,no,communal,yes,no,no,no,Maize field,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,1,struc,48,45,40,50,0,0,0,0,0,0,0,0,bushland,,0,3,1,0,0,0,1,1,0,0,,,uuid:39636e02-c224-4774-9c18-d02b2086f82a,Cm=50,,,,no
Eswatini,"Jan 18, 2021",4:25:00 AM,2021,Mtsambama,16,11,-26.9321,31.3478,954.9,5,media/1610961976909.jpg,5,3,sloping,mountainous_highland,midslope,,no,no,yes,no,no,no,no,no,no,no,no,no,0,0,0,0,3,2,2,2,03to08,yes,No trees and shrubs,yes,communal,yes,no,no,no,Maize field,under5,under5,under5,under5,sheet,rill,rill,rill,,2,struc,80,70,75,80,0,0,0,0,0,0,0,0,cropland,,0,3,1,0,2,0,2,1,0,0,,,uuid:37ce32c7-5847-4ed9-b580-b08eea2489fd,Cm=70,,,,no
Eswatini,"Jan 21, 2021",5:28:00 AM,2021,Mtsambama,16,13,-26.9334,31.3421,1005.8,5,media/1611224973541.jpg,11,2,sloping,medium_gradient_hill,midslope,,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,1,1,1,1,4,4,4,4,03to30,yes,Plot is dominated by maize crop with low lying herbaceous plants,yes,communal,yes,yes,no,no,"Maize is grown, intercropping is practised, mono cropping is done.organic and inorganic fertilizers is applied",under5,under5,under5,under5,sheet,sheet,sheet,sheet,,3,struc,50,35,38,40,0,0,0,0,0,0,0,0,cropland,,0,2,1,0,0,0,1,0,0,0,,,GQ29LXFI05N90I8RTSRIVZ71T,Cm:20-50(50),,,,no
Eswatini,"Jan 21, 2021",5:32:00 AM,2021,Mtsambama,16,14,-26.9328,31.3417,988.7,5,media/1611225176787.jpg,15,5,sloping,medium_gradient_hill,midslope,,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,1,1,1,1,4,4,4,4,03to30,yes,This plot is a cropland with maize plants cultivated. There are other herbaceous plants growing under the maize and grasses along the contours,yes,communal,yes,yes,no,no,"Land is cropland, Maize is cultivated. No intercropping. No crop rotation. Inorganic fertilizer is applied",under5,under5,under5,under5,sheet,sheet,sheet,sheet,,2,struc,43,50,43,45,0,0,0,0,0,0,0,0,cropland,,0,2,1,0,0,0,1,0,0,0,,,KIV8O4NGRJDTUG8SRBVHQVN9Q,Cm:20-50(45),,,,no
Eswatini,"Jan 21, 2021",6:25:00 AM,2021,Mtsambama,16,15,-26.9282,31.3449,984.3,5,media/1611228433686.jpg,12,1,sloping,medium_gradient_hill,midslope,,no,no,no,no,no,yes,yes,,no,no,no,yes,1,1,1,0,3,2,2,3,03to08,yes,There are few grasses and few herbaceous plants,yes,communal,no,yes,no,,Virgin land,under5,under5,under5,under5,rill,rill,rill,rill,,0,none,40,18,18,15,0,0,0,0,0,0,0,0,grassland,,0,0,1,0,0,0,1,0,0,0,,,N9P36CAH1EF74PKLCYG5ZLWKF,Cm:20-50(50),,,,no
Eswatini,"Jan 21, 2021",6:51:00 AM,2021,Mtsambama,16,3,-26.9273,31.3459,972.4,5,media/1611229881084.jpg,13,2,sloping,medium_gradient_hill,midslope,,no,no,no,no,no,yes,yes,,no,yes,no,yes,0,0,0,0,4,4,4,4,003to03,yes,The plot is covered with grasses no trees nor shrubs. Grass averaging from 0.03-0.3m,yes,communal,no,yes,no,,Virgin land,under5,under5,under5,under5,sheet,none,none,none,,0,none,19,20,19,15,0,0,0,0,0,0,0,0,grassland,,0,1,2,0,0,0,1,0,0,0,,,UK7LI0M1DHCF8S60H62DYG8EB,cm:0-20(20),,,,yes
Eswatini,"Jan 18, 2021",4:12:00 AM,2021,Mtsambama,16,4,-26.933,31.35,969.6,5,media/1610961166838.jpg,4,1,sloping,mountainous_highland,midslope,,no,no,yes,no,no,no,no,no,no,no,no,no,0,0,0,0,5,4,5,5,03to08,yes,No trees and shrubs,yes,communal,yes,no,no,no,Maize field,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,2,struc,60,55,70,65,0,0,0,0,0,0,0,0,cropland,,0,3,0,0,0,0,1,0,0,0,,,uuid:ffbf0f1a-cc24-4ef3-8d9b-690155b1813f,Cm=50,,,,no
Eswatini,"Jan 18, 2021",4:20:00 AM,2021,Mtsambama,16,5,-26.9329,31.3472,967.7,5,media/1610961629184.jpg,3,2,sloping,low_gradient_hill,midslope,,yes,no,yes,no,no,no,no,no,no,no,no,no,0,0,0,0,3,3,3,3,003to03,yes,No trees and shrubs,yes,communal,yes,no,no,no,Maize field,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,1,struc,70,80,75,65,0,0,0,0,0,0,0,0,cropland,,0,3,0,0,0,0,1,1,0,0,,,uuid:6605a1a2-9b84-40e7-95ee-7c45610cf293,Cm=50,,,,no
Eswatini,"Jan 21, 2021",5:57:00 AM,2021,Mtsambama,16,7,-26.9291,31.3427,982.2,5,media/1611226669794.jpg,12,5,sloping,medium_gradient_hill,midslope,,no,no,yes,no,no,yes,yes,,yes,yes,no,yes,1,1,1,1,4,4,4,4,03to08,yes,There is is sweet potato cultivated in the plot and other herbaceous plants. There are also grasses visible on the ground,yes,communal,yes,yes,no,no,Cropland land.sweet potato is being grown.no intercropping,under5,under5,under5,under5,sheet,sheet,rill,rill,,2,veg,50,50,35,40,0,0,0,0,0,0,0,0,cropland,,0,2,1,0,0,0,1,0,0,0,,,10CC6G8G4HM3H6328QW1U5FA4,Cm:20-50(50),,,,no
Eswatini,"Jan 18, 2021",4:45:00 AM,2021,Mtsambama,16,9,-26.9302,31.3467,935.5,5,media/1610963169012.jpg,7,3,sloping,mountainous_highland,midslope,,no,yes,no,no,no,yes,yes,no,yes,no,no,yes,1,1,0,2,4,4,4,4,03to30,yes,Plot is dominated by grass with a few shrublets dotted all over area,yes,communal,no,yes,no,no,Plot lies within a shallow stream,May-40,May-40,May-40,May-40,rill,gully,rill,rill,,0,none,40,35,38,40,0,0,0,0,0,0,0,0,freshwater_aquatic,,0,0,1,0,0,0,3,1,0,0,,,uuid:b3c9abf1-33d9-4c5a-b670-9d109e97e311,Cm=40,,,,no
Eswatini,"Jan 14, 2021",3:50:00 AM,2021,Mtsambama,2,1,-26.9716,31.2839,1087.7,5,media/1610614256175.jpg,8,6,sloping,mountainous_highland,midslope,,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,5,5,5,5,03to30,yes,No trees and shrubs.,yes,communal,no,yes,no,no,Virgin land.,under5,under5,under5,under5,none,none,none,none,,0,none,52,50,48,60,0,0,0,0,0,0,0,0,grassland,,0,0,2,0,0,0,0,0,0,0,,,uuid:4677debd-cebd-4d3e-8f70-4d59f27d9df7,CM=50,,,,yes
Eswatini,"Jan 14, 2021",4:08:00 AM,2021,Mtsambama,2,10,-26.97,31.2852,1122.1,5,media/1610615370627.jpg,9,6,sloping,mountainous_highland,midslope,,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,5,5,5,5,03to08,yes,No trees and shrubs.,yes,communal,no,yes,no,no,Virgin land.,under5,under5,under5,under5,none,none,none,none,,0,none,50,42,40,50,0,0,0,0,0,0,0,0,grassland,,0,0,2,0,0,0,0,0,0,0,,,uuid:2a167ee4-e900-44f1-8d91-eaba36c6b437,CM=50,,,,yes
Eswatini,"Jan 14, 2021",4:12:00 AM,2021,Mtsambama,2,11,-26.9699,31.2849,1109,5,media/1610615557619.jpg,8,6,sloping,mountainous_highland,midslope,,no,no,no,yes,yes,no,no,no,no,no,no,no,4,3,2,3,5,5,5,5,03to08,yes,"Acacia polyacantha common name known as umtfolo is dominating the area.. Grass layer I'd underneath.",yes,communal,no,no,no,no,Virgin land.,under5,under5,under5,under5,none,none,none,none,,0,none,40,50,42,48,4,3,4,5,1,0,0,0,shrubland,,0,0,1,0,0,0,0,0,0,0,,,uuid:f5b81e89-9940-4207-bbe7-a3ed73f3749a,CM=50,,,Shrubland.,no
Eswatini,"Jan 14, 2021",3:56:00 AM,2021,Mtsambama,2,12,-26.9714,31.2847,1098.8,5,media/1610614616722.jpg,13,8,sloping,medium_gradient_hill,midslope,,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,0,5,5,5,5,03to30,yes,No trees and shrubs.,yes,communal,yes,no,no,no,Maize field that was established 15years ago.,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,2,struc,50,65,58,52,0,0,0,0,0,0,0,0,cropland,,1,3,0,0,0,0,1,0,0,0,,,uuid:5531268a-f999-4cf6-904c-5eee0f95a5d0,CM=70,,,,no
Eswatini,"Feb 17, 2021",7:53:00 AM,2021,Mtsambama,2,13,-26.9699,31.2767,954.3,5,media/1613566435272.jpg,23,12,steep,high_gradient_mountain,ridge_crest,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,4,4,4,4,4,4,4,4,03to30,yes,This plot is a wooded grassland. There are are mostly trees,yes,communal,no,yes,no,,Virgin land,over40,over40,over40,over40,rill,rill,sheet,rill,,0,none,10,8,8,11,0,1,0,1,0,1,2,1,wooded_grassland,,0,0,1,0,0,0,1,0,0,0,,,V2O2IKWN5JUB5KMHLS1YXV2IE,Cm:0-20(12),,,,no
Eswatini,"Jan 14, 2021",3:34:00 AM,2021,Mtsambama,2,14,-26.9738,31.2843,1052.9,5,media/1610613293991.jpg,12,8,sloping,mountainous_highland,midslope,,yes,no,yes,no,no,no,no,no,yes,no,no,no,2,2,0,1,3,2,2,2,003to03,yes,There are few tree stumps and shrublets in the area .no trees and shrubs.,yes,communal,yes,no,no,no,This is a maize garden that has been rampaged by cows.kraal manure is applied only if available.,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,1,struc,40,40,50,45,0,0,0,0,0,0,0,0,cropland,,2,2,2,0,0,0,2,0,0,0,,,uuid:23e83060-2030-47df-9d3b-761b257a665c,CM=35,,,,no
Eswatini,"Feb 17, 2021",8:10:00 AM,2021,Mtsambama,2,3,-26.9701,31.2776,976,5,media/1613567454843.jpg,2,2,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,4,3,4,5,4,4,4,4,03to08,yes,There are trees mostly wattle and shrubs and herbs averaging 0.3-0.8m,yes,communal,no,yes,no,no,Virgin land,May-40,May-40,May-40,May-40,rill,rill,rill,rill,,0,none,18,20,19,20,0,1,2,0,3,4,2,3,wooded_grassland,,0,0,1,0,0,0,1,0,0,0,,,LQHJRQIOL3W8Z71ZYJ1EY27TF,Cm:0-20(20),,,,no
Eswatini,"Feb 17, 2021",7:26:00 AM,2021,Mtsambama,2,7,-26.9718,31.2779,950.5,5,media/1613564831128.jpg,19,11,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,4,4,4,4,4,3,3,3,03to08,yes,"There are trees, shrubs and shrublets with grasses and other herbaceous plants",yes,communal,no,yes,yes,,Virgin land,over40,over40,over40,over40,sheet,gully,gully,sheet,,0,none,20,20,20,19,0,2,2,2,3,3,3,2,bushland,,1,0,1,0,0,0,2,0,1,0,,,E71QM38QLON6FH3E6LDJNVHS7,Cm:0-20(20),,,,no
Eswatini,"Feb 17, 2021",7:36:00 AM,2021,Mtsambama,2,8,-26.9711,31.2763,932.7,5,media/1613565454638.jpg,21,10,steep,mededium_gradient_mountain,ridge_crest,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,3,3,4,4,3,3,3,3,03to08,yes,"Plot is characterised of a mixture of tall trees, shrubs and low lying herbaceous plants and few grasses",yes,communal,no,yes,yes,,Virgin land,May-40,May-40,May-40,May-40,rill,rill,rill,rill,,0,none,16,17,15,18,2,1,0,2,2,2,2,3,wooded_grassland,,1,0,1,0,0,0,1,0,1,0,,,78JPXLU6LQO7QPIFVJBBKE5J9,Cm:0-20(18),,,,no
Eswatini,"Feb 17, 2021",8:38:00 AM,2021,Mtsambama,2,9,-26.9745,31.2804,1001.4,5,media/1613569143156.jpg,15,9,steep,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,4,4,4,4,4,3,4,4,03to08,yes,There are trees mostly and shrubs and other herbaceous plants,yes,communal,no,yes,no,,Virgin land,May-40,May-40,over40,over40,rill,rill,rill,rill,,0,none,18,20,19,20,0,1,2,0,3,3,2,3,wooded_grassland,,0,0,1,0,0,0,0,1,0,,,,RVUXBGNIY1KMOZSHPD2T65XAG,Cm:0-20(20),,,,no
Eswatini,"Feb 18, 2021",5:14:00 AM,2021,Mtsambama,3,1,-26.9547,31.2802,934.1,5,media/1613643263520.jpg,23,8,steep,mededium_gradient_mountain,midslope,,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,3,4,3,3,3,3,4,3,003to03,yes,Trees and shrubs are scattered all over the area.,yes,government,no,no,no,no,Virgin land,over40,over40,over40,over40,rill,rill,rill,rill,,0,none,15,18,17,14,1,0,0,0,2,1,2,3,bushland,,0,0,0,0,0,0,2,1,0,0,,,uuid:4e428cd1-bbe3-4123-9948-5ac4511af148,CM=20,,,Bushland,no
Eswatini,"Feb 18, 2021",6:05:00 AM,2021,Mtsambama,3,14,-26.9561,31.2792,977,6,media/1613646372437.jpg,21,9,steep,high_gradient_mountain,upland,,no,no,no,yes,yes,no,no,no,yes,no,no,yes,3,3,3,3,2,2,2,2,003to03,yes,Area is dominated by rocks trees and shrubs are dotted.,yes,communal,no,no,no,no,Virgin land,over40,over40,over40,over40,rill,rill,rill,rill,,0,none,14,15,18,15,0,1,1,2,2,3,0,2,bushland,,0,0,0,0,0,0,2,0,0,0,,,uuid:fc16c210-aa3a-4b83-a631-4739027b85cc,CM=20,,,Bushland,no
Eswatini,"Feb 11, 2021",6:28:00 AM,2021,Mtsambama,3,15,-26.9489,31.2768,952.6,9,media/1613042910608.jpg,23,10,steep,high_gradient_mountain,ridge_crest,,no,no,no,yes,yes,yes,yes,,yes,yes,no,yes,3,3,3,3,2,2,2,2,03to30,yes,"This plot consist of variety of tree species, few grass dotted around also with herbs",yes,communal,no,yes,no,,This plot is a virgin land.,over40,May-40,over40,May-40,rill,rill,rill,rill,,0,none,19,18,17,15,4,5,3,3,7,6,5,5,bushland,,0,0,0,0,0,0,2,0,0,,,,JBC1RP0RNZEJ048G67ZN9AIAM,Cm: 0-20(20),,,,no
