SSN,Country,Site,Cluster,Plot,DepthTop,DepthBottom,Depthcode,Year,SOC,TN,pH,ExBas,ExCa,ExMg,ExK,ExNa,Sand,Clay
wa038191,Eswatini,matsanjeni,8,6,20,50,Subsoil,2020,6.7463,0.5839,6.094,6.1746,4.7263,1.3881,0.2952,0.1566,65.1133,21.2278
wa038192,Eswatini,matsanjeni,8,7,0,20,Topsoil,2020,17.9928,1.7528,6.4448,20.632,13.4024,6.2659,0.8634,0.2546,17.8037,58.5264
wa038193,Eswatini,matsanjeni,8,8,0,20,Topsoil,2020,11.5363,1.1702,7.0599,19.0659,12.9683,4.8546,0.7445,0.3581,37.8059,40.6498
wa038194,Eswatini,matsanjeni,8,13,0,20,Topsoil,2020,15.2328,1.5528,6.588,13.7063,9.5951,3.3303,0.7093,0.2275,44.2028,34.4979
wa038195,Eswatini,matsanjeni,9,3,0,20,Topsoil,2020,33.9012,3.3362,6.2521,29.1744,19.7353,7.9311,0.8533,0.2612,22.947,45.326
wa038196,Eswatini,matsanjeni,9,5,0,20,Topsoil,2020,18.6666,1.7678,6.1305,21.7817,13.6562,7.2581,0.8317,0.3218,11.6533,68.5325
wa038197,Eswatini,matsanjeni,9,10,0,20,Topsoil,2020,23.7263,2.2052,6.3084,20.2851,14.8311,5.1798,0.9702,0.2091,20.4021,52.1565
wa038198,Eswatini,matsanjeni,9,11,0,20,Topsoil,2020,41.2895,4.0117,6.4502,32.1609,22.3232,8.8168,1.6626,0.7038,23.0537,42.9336
wa038199,Eswatini,matsanjeni,9,14,0,20,Topsoil,2020,41.5108,4.0011,6.2996,31.8886,22.2568,8.4814,1.4027,0.6267,22.0783,44.3257
wa038200,Eswatini,matsanjeni,10,2,0,20,Topsoil,2020,31.5779,2.7758,6.1394,28.2136,19.4287,8.2128,0.7679,0.3444,15.4671,56.3676
wa038201,Eswatini,matsanjeni,10,4,0,20,Topsoil,2020,30.2538,2.893,5.9616,23.4292,15.6132,7.9811,0.7843,0.2614,14.9174,63.2759
wa038202,Eswatini,matsanjeni,10,5,0,20,Topsoil,2020,23.9188,2.1478,6.3409,33.1311,21.4799,10.4924,0.5808,0.5857,9.0147,66.8237
wa038203,Eswatini,matsanjeni,10,5,20,50,Subsoil,2020,22.9714,2.1166,6.3843,32.2996,20.862,10.2776,0.6072,0.5913,9.8357,68.2178
wa038204,Eswatini,matsanjeni,10,9,0,20,Topsoil,2020,19.9811,1.7511,6.2477,21.2666,13.7206,7.0407,0.7754,0.2746,15.9967,61.3633
wa038205,Eswatini,matsanjeni,10,13,0,20,Topsoil,2020,25.6008,2.188,6.3052,29.8904,19.3733,9.1018,0.7966,0.4414,11.6021,62.6296
wa038206,Eswatini,matsanjeni,10,13,20,50,Subsoil,2020,22.2161,2.0321,6.3424,27.9905,17.9381,9.2795,0.7481,0.4905,12.6694,64.0494
wa038207,Eswatini,matsanjeni,10,15,0,20,Topsoil,2020,20.0842,1.9912,6.3519,27.3819,16.6573,8.6069,0.9979,0.331,10.9968,68.1765
wa038208,Eswatini,matsanjeni,11,4,0,20,Topsoil,2020,16.9008,1.4866,6.1625,16.0168,10.8236,5.033,0.7005,0.2532,17.3368,60.4041
wa038209,Eswatini,matsanjeni,11,4,20,50,Subsoil,2020,17.1637,1.4832,6.2076,16.7179,11.0742,5.582,0.6874,0.2652,18.3969,61.3905
wa038210,Eswatini,matsanjeni,11,6,0,20,Topsoil,2020,7.7041,0.7725,6.4537,12.7305,7.9356,3.8073,0.4887,0.2939,25.8247,57.8734
wa038211,Eswatini,matsanjeni,11,6,20,50,Subsoil,2020,6.7198,0.6891,6.6995,14.2224,9.0343,4.2926,0.499,0.3066,22.7889,61.5215
wa038212,Eswatini,matsanjeni,11,9,0,20,Topsoil,2020,10.5542,0.9643,6.2443,11.4665,7.3237,3.4596,0.4701,0.2703,30.0598,51.491
wa038213,Eswatini,matsanjeni,11,9,20,50,Subsoil,2020,10.2567,0.9667,6.3069,11.6873,7.4283,3.749,0.4991,0.266,29.357,53.6091
wa038214,Eswatini,matsanjeni,11,12,0,20,Topsoil,2020,27.6588,2.399,6.0918,27.4327,18.0685,8.597,0.8359,0.334,12.4181,65.278
wa038215,Eswatini,matsanjeni,11,12,20,50,Subsoil,2020,26.598,2.2845,6.1454,29.721,18.8521,9.224,0.8564,0.3773,10.062,69.6198
wa038216,Eswatini,matsanjeni,11,15,0,20,Topsoil,2020,23.1568,2.0082,6.127,23.2985,14.9872,7.8089,0.8485,0.402,11.7976,65.3425
wa038217,Eswatini,matsanjeni,11,15,20,50,Subsoil,2020,20.0812,1.7957,6.1939,24.2751,15.0021,8.2716,0.7805,0.4152,10.2763,70.9302
wa038218,Eswatini,matsanjeni,12,6,0,20,Topsoil,2020,21.912,2.0041,6.5721,29.2954,19.1715,8.7943,0.8033,0.4338,14.9708,58.3874
wa038219,Eswatini,matsanjeni,12,6,20,50,Subsoil,2020,23.8197,2.2,6.4273,31.0046,20.5556,9.5303,0.8073,0.4168,13.3249,62.1966
wa038220,Eswatini,matsanjeni,12,6,20,50,Subsoil,2020,15.7266,1.4282,6.8462,22.0983,14.1855,6.8647,0.7715,0.5031,21.5569,54.1726
wa038221,Eswatini,matsanjeni,12,10,0,20,Topsoil,2020,17.1796,1.6073,6.755,25.2577,15.9343,8.2759,0.807,0.495,15.4881,60.4008
wa038222,Eswatini,matsanjeni,12,13,0,20,Topsoil,2020,21.5612,1.8985,6.0896,18.7839,12.0272,6.6263,0.8352,0.276,13.1328,63.4024
wa038223,Eswatini,matsanjeni,12,13,20,50,Subsoil,2020,22.6602,1.9804,6.0614,20.7992,12.9287,7.6362,0.7981,0.4048,10.7588,67.7279
wa038224,Eswatini,matsanjeni,12,14,0,20,Topsoil,2020,17.9421,1.6502,6.7888,29.7479,19.1754,9.5173,0.8849,0.573,12.6517,65.9584
wa038225,Eswatini,matsanjeni,12,14,20,50,Subsoil,2020,17.6867,1.6671,6.9762,32.5677,20.8432,10.0127,0.9277,0.6091,10.7679,68.6827
wa038226,Eswatini,matsanjeni,12,15,0,20,Topsoil,2020,14.9105,1.4021,6.1671,15.3958,10.1419,5.2838,0.731,0.3621,16.9427,59.2067
wa038227,Eswatini,matsanjeni,12,15,20,50,Subsoil,2020,16.4053,1.5655,6.1689,19.0763,12.1243,6.4445,0.8577,0.5043,14.0377,65.2698
wa038228,Eswatini,matsanjeni,13,1,20,50,Subsoil,2020,19.0159,1.6167,6.3199,26.705,16.7453,8.4255,1.2329,0.4043,6.4302,76.1659
wa038229,Eswatini,matsanjeni,13,6,0,20,Topsoil,2020,20.1338,2.189,6.5479,36.1107,23.0273,10.32,2.5811,0.3254,4.0655,78.4446
wa038230,Eswatini,matsanjeni,13,6,20,50,Subsoil,2020,26.0358,2.136,6.5405,35.8745,23.056,10.3714,2.1889,0.3254,3.647,79.1186
wa038231,Eswatini,matsanjeni,13,7,0,20,Topsoil,2020,28.2395,2.1472,6.3356,30.3298,19.8757,9.2142,1.098,0.5522,9.5825,69.2878
wa038232,Eswatini,matsanjeni,13,7,20,50,Subsoil,2020,25.2152,1.9009,6.6041,30.3575,20.228,9.1714,1.0184,0.5226,9.3955,70.2312
wa038233,Eswatini,matsanjeni,13,10,0,20,Topsoil,2020,19.0893,1.6368,6.6154,28.4543,17.596,8.5173,1.2075,0.3379,5.4226,76.2536
wa038234,Eswatini,matsanjeni,13,10,20,50,Subsoil,2020,19.4749,1.6461,6.5241,27.8805,17.6266,8.4322,1.1707,0.3418,5.6714,76.4137
wa038235,Eswatini,matsanjeni,13,11,0,20,Topsoil,2020,33.4751,2.6095,6.2732,31.3275,21.1276,9.074,1.1536,0.4218,9.7648,67.509
wa038236,Eswatini,matsanjeni,13,11,20,50,Subsoil,2020,28.7124,2.1705,6.7372,34.1335,23.4278,9.5575,1.2416,0.4462,7.3394,73.385
wa038237,Eswatini,matsanjeni,13,15,0,20,Topsoil,2020,23.488,1.7914,7.0023,35.5894,23.8724,10.3167,1.0454,0.6434,9.3677,70.872
wa038238,Eswatini,matsanjeni,13,15,20,50,Subsoil,2020,22.4192,1.7286,7.0595,36.219,24.1661,10.575,1.0575,0.6764,10.0172,71.0003
wa038240,Eswatini,matsanjeni,14,2,20,50,Subsoil,2020,25.8803,2.2612,6.1877,27.3852,18.0032,8.4657,1.0107,0.3639,11.4213,67.5901
wa038241,Eswatini,matsanjeni,14,8,0,20,Topsoil,2020,28.3025,2.4801,6.2626,27.1152,18.245,8.0566,1.0335,0.284,10.0017,68.4487
wa038242,Eswatini,matsanjeni,14,10,0,20,Topsoil,2020,36.0543,2.892,6.108,28.6759,19.4859,8.5471,0.8761,0.3025,12.5577,61.5703
wa038243,Eswatini,matsanjeni,14,11,0,20,Topsoil,2020,32.329,2.7245,5.8282,21.0264,14.0352,6.0155,0.7838,0.2376,12.2985,65.3496
wa038244,Eswatini,matsanjeni,14,12,0,20,Topsoil,2020,30.9233,2.9944,6.0298,28.674,18.454,9.1207,0.7453,0.3968,7.1923,73.0332
wa038245,Eswatini,matsanjeni,14,12,20,50,Subsoil,2020,27.85,2.1219,6.3148,31.1776,20.3668,9.7721,0.7652,0.4703,4.6062,76.8085
wa038246,Eswatini,matsanjeni,14,13,0,20,Topsoil,2020,27.3513,2.2009,6.2024,27.8131,18.3892,8.3802,1.2175,0.3247,7.6309,72.9552
wa038247,Eswatini,matsanjeni,14,13,20,50,Subsoil,2020,20.6903,1.8233,6.0963,20.7506,13.2215,6.9749,0.9273,0.3813,8.2637,71.9187
wa038248,Eswatini,matsanjeni,15,2,20,50,Subsoil,2020,19.9489,1.7758,6.1004,21.327,13.7156,7.3602,1.0603,0.4699,8.5106,72.5038
wa038249,Eswatini,matsanjeni,15,3,0,20,Topsoil,2020,17.457,1.2463,6.266,12.8027,7.9647,4.0408,0.4765,0.3307,16.4007,67.9808
wa038250,Eswatini,matsanjeni,15,3,20,50,Subsoil,2020,18.3971,1.6887,6.0681,20.6616,13.124,6.806,0.7106,0.346,9.9388,72.4864
wa038251,Eswatini,matsanjeni,15,4,0,20,Topsoil,2020,18.5014,1.5906,6.1542,18.633,12.1418,5.9115,0.7263,0.2768,10.4614,70.5132
wa038253,Eswatini,matsanjeni,15,6,0,20,Topsoil,2020,19.9492,1.6965,7.0862,30.4913,19.6971,8.9917,0.7293,0.5427,18.1248,62.1314
wa038254,Eswatini,matsanjeni,15,6,20,50,Subsoil,2020,21.1227,1.8256,7.168,33.0126,21.5036,9.4482,0.8046,0.5495,15.0987,66.0538
wa038255,Eswatini,matsanjeni,15,7,0,20,Topsoil,2020,17.3321,1.5144,6.0914,14.2188,9.2656,4.2133,0.6817,0.2175,13,68.0945
wa038256,Eswatini,matsanjeni,15,7,20,50,Subsoil,2020,16.0343,1.4304,6.0875,13.5636,8.6112,3.9636,0.7786,0.209,11.3503,70.9185
wa038257,Eswatini,matsanjeni,15,8,0,20,Topsoil,2020,18.5088,1.5466,5.9534,13.5528,9.0336,3.9909,0.7176,0.2096,12.5221,70.3402
wa038258,Eswatini,matsanjeni,15,8,20,50,Subsoil,2020,17.2961,1.5173,5.9497,13.642,8.8078,4.1223,0.9009,0.2394,12.4697,70.6613
wa038259,Eswatini,matsanjeni,15,9,20,50,Subsoil,2020,16.7508,1.5199,5.976,15.3435,9.8952,5.0869,0.694,0.2555,13.7012,66.8745
wa038260,Eswatini,matsanjeni,15,10,0,20,Topsoil,2020,15.3858,1.4071,6.0558,13.6733,8.8626,3.8523,0.6916,0.1901,16.1188,67.1919
wa038261,Eswatini,matsanjeni,15,10,20,50,Subsoil,2020,15.4671,1.4394,5.9868,13.9779,9.1583,3.9722,0.7295,0.2062,16.2825,67.7742
wa038262,Eswatini,matsanjeni,15,11,0,20,Topsoil,2020,14.6143,1.3413,6.0256,12.9143,8.3112,3.7948,0.6911,0.2257,15.7104,67.7517
wa038263,Eswatini,matsanjeni,15,11,20,50,Subsoil,2020,14.0975,1.2727,5.8706,11.7105,7.4832,3.5794,0.701,0.2292,16.6735,68.1616
wa038264,Eswatini,matsanjeni,16,3,0,20,Topsoil,2020,24.8473,2.2164,6.3518,26.9655,17.9366,8.1641,0.9296,0.3196,17.3388,60.2376
wa038265,Eswatini,matsanjeni,16,4,20,50,Subsoil,2020,11.7172,1.0534,6.1141,10.6,6.9644,2.7428,0.4493,0.1815,33.9306,47.1886
wa038266,Eswatini,matsanjeni,16,6,0,20,Topsoil,2020,18.336,1.6636,7.0669,28.2698,18.4451,8.3466,0.7523,0.6134,26.429,51.1859
wa038267,Eswatini,matsanjeni,16,8,0,20,Topsoil,2020,17.4376,1.7116,6.1643,20.0302,12.8783,6.5787,0.3956,0.2994,11.6835,68.6772
wa038268,Eswatini,matsanjeni,16,8,20,50,Subsoil,2020,18.3579,1.8487,6.1921,19.3217,12.6321,6.5918,0.4171,0.2823,12.3294,70.008
wa038269,Eswatini,matsanjeni,16,10,0,20,Topsoil,2020,18.4761,1.7901,6.1824,17.1574,11.2895,4.9863,0.6415,0.2551,17.5908,60.9011
wa038270,Eswatini,matsanjeni,16,11,0,20,Topsoil,2020,24.8195,2.228,6.8155,29.9157,19.4099,8.676,0.7918,0.3882,22.8304,54.2921
wa038271,Eswatini,matsanjeni,16,11,20,50,Subsoil,2020,20.7478,1.7775,6.9829,26.9214,17.2167,8.0932,0.7639,0.4012,25.1212,53.0622
wa038272,Eswatini,matsanjeni,16,13,0,20,Topsoil,2020,18.3228,1.7183,5.9891,16.0096,10.6132,4.7608,0.6728,0.2598,14.1793,67.3197
wa038273,Eswatini,matsanjeni,16,13,20,50,Subsoil,2020,16.8212,1.4091,6.0741,14.3752,9.4184,4.299,0.5955,0.2341,19.7161,64.6449
wa038274,Eswatini,matsanjeni,2,3,0,20,Topsoil_CM,2020,23.9192,2.3803,6.4845,18.7332,14.1115,4.3347,0.8454,0.214,35.3975,39.5796
wa038275,Eswatini,matsanjeni,2,4,0,20,Topsoil_CM,2020,17.5581,1.4883,7.2808,29.9396,20.2769,7.5761,0.8411,0.5912,25.2389,53.7205
wa038276,Eswatini,matsanjeni,2,4,20,50,Subsoil_CM,2020,19.7191,1.7237,7.2112,32.726,21.5462,9.1736,0.8128,0.6578,19.629,58.1632
wa038277,Eswatini,matsanjeni,2,5,0,20,Topsoil_CM,2020,22.8688,2.106,6.5301,14.8908,10.513,3.4741,0.8563,0.1877,35.2959,37.8749
wa038279,Eswatini,matsanjeni,2,8,0,20,Topsoil_CM,2020,17.708,1.5038,6.6284,23.8746,14.6525,8.0493,0.734,0.3957,19.4662,59.5377
wa038280,Eswatini,matsanjeni,2,8,20,50,Subsoil_CM,2020,16.6207,1.4209,6.6547,22.9944,14.4979,7.7048,0.7159,0.4315,20.3071,57.5426
wa038281,Eswatini,matsanjeni,2,9,0,20,Topsoil_CM,2020,21.3474,1.8025,6.3856,26.29,16.329,8.7615,0.727,0.4049,16.4538,61.0652
wa038282,Eswatini,matsanjeni,2,9,20,50,Subsoil_CM,2020,20.3079,1.672,6.389,23.6789,15.2097,7.7008,0.7752,0.3682,20.311,56.0152
wa038283,Eswatini,matsanjeni,2,11,0,20,Topsoil_CM,2020,23.2758,2.0182,6.2216,17.4066,11.8344,4.9532,0.7619,0.1862,26.1081,44.4867
wa038284,Eswatini,matsanjeni,2,11,20,35,Subsoil_CM,2020,13.3486,1.1583,6.517,13.3002,8.8932,3.5984,0.5501,0.3253,36.7424,39.9588
wa038285,Eswatini,matsanjeni,2,12,0,20,Topsoil_CM,2020,24.7308,2.1721,6.2142,20.0792,13.2978,6.2831,0.8192,0.2688,22.3646,48.5554
wa038286,Eswatini,matsanjeni,2,12,20,50,Subsoil_CM,2020,20.6361,1.7724,6.1612,14.479,10.0108,3.9945,0.6941,0.1908,29.682,43.8897
wa038287,Eswatini,matsanjeni,2,13,0,15,Topsoil_CM,2020,24.8435,2.2026,6.1866,18.9449,12.9163,5.6217,0.8359,0.2239,21.8841,48.8036
wa038288,Eswatini,matsanjeni,2,14,0,20,Topsoil_CM,2020,25.6614,2.2699,6.2886,21.9609,15.5516,5.5143,0.878,0.177,22.0659,48.1829
wa038289,Eswatini,matsanjeni,2,15,0,20,Topsoil_CM,2020,23.0722,2.2151,6.2942,21.9028,14.4586,6.9824,0.7795,0.3178,25.5458,49.8489
wa038290,Eswatini,matsanjeni,3,2,0,20,Topsoil_CM,2020,11.0797,1.0817,6.2272,8.8896,6.0663,2.3526,0.534,0.2645,57.6943,24.9606
wa038291,Eswatini,matsanjeni,3,5,0,20,Topsoil_CM,2020,7.3061,0.552,6.1334,4.9895,3.767,1.2288,0.2944,0.1919,71.6027,15.8003
wa038292,Eswatini,matsanjeni,3,5,20,30,Subsoil_CM,2020,5.7331,0.4798,6.1607,4.2874,2.8986,1.0103,0.2337,0.1639,74.5751,14.0492
wa038293,Eswatini,matsanjeni,3,10,0,20,Topsoil_CM,2020,12.0412,1.1833,6.2316,6.8779,4.7208,1.7805,0.4557,0.2099,65.1044,18.1001
wa038294,Eswatini,matsanjeni,3,13,0,20,Topsoil_CM,2020,6.6545,0.5386,6.0567,4.5356,3.1876,1.0528,0.2874,0.1637,69.1072,15.7932
wa038295,Eswatini,matsanjeni,3,15,0,20,Topsoil_CM,2020,6.4682,0.5151,6.1139,4.9132,3.4739,1.2517,0.3102,0.1942,69.7747,17.0846
wa038296,Eswatini,matsanjeni,3,15,20,45,Subsoil_CM,2020,6.7147,0.5484,6.0142,4.5847,3.2388,1.1101,0.2988,0.1791,65.9337,18.7871
wa038297,Eswatini,matsanjeni,4,1,0,20,Topsoil_CM,2020,9.6575,0.989,6.2531,8.8018,5.6858,2.371,0.5116,0.2089,53.4214,27.4067
wa038298,Eswatini,matsanjeni,4,1,20,40,Subsoil_CM,2020,9.3076,0.946,6.28,9.7565,6.046,2.7156,0.5858,0.206,49.6118,31.206
wa038299,Eswatini,matsanjeni,4,3,0,20,Topsoil_CM,2020,5.8399,0.6604,6.9271,13.3085,8.898,3.9108,0.5521,0.7925,51.3452,27.7005
wa038300,Eswatini,matsanjeni,4,3,20,30,Subsoil_CM,2020,5.0746,0.649,6.9779,14.0674,9.2899,3.9929,0.5607,0.7454,49.4423,31.2056
wa038301,Eswatini,matsanjeni,4,5,0,20,Topsoil_CM,2020,4.4176,0.3673,6.1043,3.572,2.2325,0.8752,0.2035,0.1444,72.4909,15.6332
wa038302,Eswatini,matsanjeni,4,5,20,50,Subsoil_CM,2020,4.6824,0.3854,6.0734,4.5127,2.8245,1.0614,0.2721,0.1609,69.615,18.2482
wa038303,Eswatini,matsanjeni,4,7,0,20,Topsoil_CM,2020,5.2343,0.4142,6.0136,3.601,2.2723,0.8734,0.2121,0.1507,72.6905,14.5836
wa038304,Eswatini,matsanjeni,4,7,20,50,Subsoil_CM,2020,4.0113,0.3378,6.1159,3.6111,2.3023,0.9099,0.1788,0.1548,74.1189,13.7216
wa038305,Eswatini,matsanjeni,4,10,0,20,Topsoil_CM,2020,7.2445,0.566,5.8441,4.8978,3.311,1.1973,0.2936,0.1407,63.2988,22.381
wa038306,Eswatini,matsanjeni,4,10,20,50,Subsoil_CM,2020,5.9113,0.5034,5.9109,5.6871,3.9728,1.448,0.309,0.1754,63.9589,24.0944
wa038307,Eswatini,matsanjeni,4,11,0,20,Topsoil_CM,2020,5.6878,0.465,5.9909,4.0921,2.6779,0.9863,0.2942,0.1459,64.6536,21.7504
wa038308,Eswatini,matsanjeni,4,12,0,20,Topsoil_CM,2020,5.5807,0.5459,6.3705,8.7575,5.6103,2.44,0.4622,0.3225,46.6717,36.4867
wa038309,Eswatini,matsanjeni,4,12,20,45,Subsoil_CM,2020,4.5915,0.4511,6.6996,8.4701,5.184,2.4901,0.4412,0.2951,54.4564,28.0977
wa038310,Eswatini,matsanjeni,4,13,0,15,Topsoil_CM,2020,6.3458,0.9176,6.97,15.3476,10.4386,4.4341,1.009,1.1739,47.1762,34.5073
wa038311,Eswatini,matsanjeni,4,14,0,20,Topsoil_CM,2020,9.6577,0.875,6.2861,7.3197,4.6187,2.0403,0.4786,0.2082,57.4449,24.5482
wa038312,Eswatini,matsanjeni,4,14,20,50,Subsoil_CM,2020,5.7693,0.475,6.1106,5.1985,3.6453,1.2436,0.2956,0.1431,66.2221,20.6723
wa038313,Eswatini,matsanjeni,4,15,0,20,Topsoil_CM,2020,29.6272,2.3739,6.2856,32.2326,21.1114,9.3157,1.0685,0.3238,9.5704,68.2647
wa038314,Eswatini,matsanjeni,4,15,0,20,Topsoil_CM,2020,8.2576,0.7622,6.1712,6.2327,3.9702,1.5731,0.3748,0.1522,59.3108,24.5765
wa038315,Eswatini,matsanjeni,4,15,20,50,Subsoil_CM,2020,7.1306,0.591,6.3421,6.7905,4.3553,1.7068,0.4299,0.1618,55.3739,29.7164
wa038316,Eswatini,matsanjeni,4,15,50,60,Subsoil_CM,2020,6.4431,0.5394,5.9707,5.546,3.743,1.3331,0.3295,0.1375,61.3819,27.2095
wa038317,Eswatini,matsanjeni,5,1,0,20,Topsoil_CM,2020,17.5453,1.6441,6.9104,24.8042,16.1098,6.8536,0.9956,0.3537,29.3158,50.1585
wa038318,Eswatini,matsanjeni,5,1,20,30,Subsoil_CM,2020,16.4779,1.4427,6.8496,21.0243,13.4084,5.8456,0.8089,0.3487,33.7358,44.9766
wa038319,Eswatini,matsanjeni,5,3,0,20,Topsoil_CM,2020,20.4181,2.08,6.4606,11.8042,8.2359,2.8693,0.7342,0.2238,44.85,31.2285
wa038320,Eswatini,matsanjeni,5,3,20,50,Subsoil_CM,2020,27.2677,2.5697,6.4229,19.4921,13.933,4.5609,0.9425,0.1934,34.4065,37.909
wa038321,Eswatini,matsanjeni,5,4,0,20,Topsoil_CM,2020,16.1117,1.4769,6.6692,16.7032,11.1555,4.3128,0.7301,0.2785,32.8176,43.481
wa038322,Eswatini,matsanjeni,5,4,0,20,Topsoil_CM,2020,17.5637,1.6489,6.7174,27.1979,16.9655,8.2866,0.9054,0.3549,11.9771,65.5012
wa038323,Eswatini,matsanjeni,5,5,0,20,Topsoil_CM,2020,20.6447,1.7177,6.3546,21.8199,13.9277,6.9614,0.7214,0.323,21.4313,51.5735
wa038324,Eswatini,matsanjeni,5,6,0,20,Topsoil_CM,2020,19.8024,1.8056,6.5523,27.6907,17.6057,8.0777,0.8948,0.6861,18.1294,57.8791
wa038325,Eswatini,matsanjeni,5,8,0,20,Topsoil_CM,2020,2.7916,0.2326,6.9379,6.2603,4.6445,1.6689,0.2654,0.3226,78.0179,13.1852
wa038326,Eswatini,matsanjeni,5,8,0,20,Topsoil_CM,2020,19.2475,1.6689,6.1035,14.7878,9.8223,4.1105,0.6263,0.2197,31.934,42.169
wa038327,Eswatini,matsanjeni,5,9,0,20,Topsoil_CM,2020,17.6387,1.4111,6.3552,17.9261,11.4711,5.6156,0.6626,0.3415,28.8273,49.0526
wa038328,Eswatini,matsanjeni,5,11,0,20,Topsoil_CM,2020,9.6199,0.9106,6.3165,7.0999,4.8407,1.6869,0.4473,0.1695,58.9567,22.6038
wa038329,Eswatini,matsanjeni,5,14,20,50,Subsoil_CM,2020,17.4996,1.6539,6.6699,27.1141,16.7464,8.209,0.9431,0.3693,12.9697,63.0335
wa038330,Eswatini,matsanjeni,5,15,0,20,Topsoil_CM,2020,16.4134,1.5056,6.2153,13.3728,8.9486,3.4576,0.6514,0.2318,36.5753,37.9624
wa038331,Eswatini,matsanjeni,5,15,20,45,Subsoil_CM,2020,14.6101,1.2842,6.3239,11.0925,7.44,2.8749,0.5717,0.2019,43.3839,33.2342
wa038332,Eswatini,matsanjeni,6,3,0,20,Topsoil_CM,2020,19.1085,1.7694,6.7094,17.8172,11.9943,4.955,0.8232,0.228,28.8699,48.926
wa038333,Eswatini,matsanjeni,6,4,0,20,Topsoil_CM,2020,26.654,2.3686,6.395,29.4437,17.9059,9.2006,0.6798,0.2828,22.0569,51.5106
wa038334,Eswatini,matsanjeni,6,4,20,30,Subsoil_CM,2020,27.0502,2.4365,6.4104,30.8969,18.6531,10.5822,0.6516,0.3153,19.648,57.1197
wa038335,Eswatini,matsanjeni,6,5,0,20,Topsoil_CM,2020,22.1803,1.923,6.1113,28.0176,18,8.6912,0.8572,0.3965,9.1427,70.1663
wa038336,Eswatini,matsanjeni,6,5,20,50,Subsoil_CM,2020,19.822,1.8075,6.6293,30.6094,19.7867,9.1815,1.0023,0.4467,9.0882,70.7596
wa038337,Eswatini,matsanjeni,6,6,0,13,Topsoil_CM,2020,16.9975,1.878,5.7867,8.3055,5.6956,2.02,0.4792,0.1986,40.771,32.991
wa038338,Eswatini,matsanjeni,6,7,0,20,Topsoil_CM,2020,19.6521,1.8418,6.6225,27.2575,17.4376,8.2718,1.0177,0.3265,14.3534,63.8229
wa038339,Eswatini,matsanjeni,6,8,0,20,Topsoil_CM,2020,34.0487,3.0061,6.0038,26.9518,19.0597,7.8887,0.7838,0.8633,20.7642,48.8845
wa038340,Eswatini,matsanjeni,6,9,0,20,Topsoil_CM,2020,33.7913,3.0988,6.0279,14.7626,9.8136,3.4382,0.7843,0.2563,33.2635,35.997
wa038341,Eswatini,matsanjeni,6,10,0,20,Topsoil_CM,2020,30.0049,2.7504,6.0157,15.0468,10.5384,3.6289,0.8744,0.1821,25.4505,41.5535
wa038342,Eswatini,matsanjeni,6,10,20,35,Subsoil_CM,2020,22.1126,2.1145,5.7299,10.282,6.6015,2.8144,0.5194,0.2179,32.1176,40.807
wa038343,Eswatini,matsanjeni,6,14,0,20,Topsoil_CM,2020,14.3026,1.4228,6.3953,19.5021,12.7552,5.9207,0.7171,0.2836,15.5523,64.6963
wa038344,Eswatini,matsanjeni,6,14,20,50,Subsoil_CM,2020,13.8743,1.3764,6.4771,20.8647,12.9966,6.8149,0.7795,0.3543,11.4842,68.4919
wa038345,Eswatini,matsanjeni,6,15,0,20,Topsoil_CM,2020,14.2755,1.426,6.5265,13.647,9.2681,3.7905,0.6333,0.2601,37.1194,38.8095
wa038346,Eswatini,matsanjeni,6,15,20,40,Subsoil_CM,2020,21.0347,2.1209,6.676,27.6054,16.9508,9.46,0.8401,0.3251,22.023,56.0786
wa038347,Eswatini,matsanjeni,7,1,0,20,Topsoil_CM,2020,21.1136,1.9891,6.2218,23.6392,14.6021,7.843,1.0192,0.3153,14.6768,61.0184
wa038348,Eswatini,matsanjeni,7,2,0,20,Topsoil_CM,2020,6.4786,0.5226,6.3287,5.4893,4.0201,1.341,0.3311,0.203,73.7691,13.8674
wa038349,Eswatini,matsanjeni,7,4,0,20,Topsoil_CM,2020,18.2288,1.6038,6.092,16.7797,10.5629,6.5157,0.7414,0.3812,22.3993,55.9505
wa038350,Eswatini,matsanjeni,7,7,0,20,Topsoil_CM,2020,5.247,0.4669,6.2854,3.8614,2.6325,0.9534,0.2424,0.1889,72.3585,12.6429
wa038352,Eswatini,matsanjeni,7,8,0,20,Topsoil_CM,2020,21.6787,2.0148,6.2534,25.0827,15.5908,8.3951,0.9335,0.3711,19.8753,56.669
wa038353,Eswatini,matsanjeni,7,9,0,20,Topsoil_CM,2020,10.9471,1.1224,6.1081,8.3714,5.3409,2.3199,0.4881,0.226,55.4637,25.9474
wa038354,Eswatini,matsanjeni,7,9,20,40,Subsoil_CM,2020,12.882,1.3309,6.2477,10.2778,6.8115,2.7295,0.5674,0.2098,49.6587,30.2045
wa038355,Eswatini,matsanjeni,7,9,20,40,Subsoil_CM,2020,13.8077,1.5278,6.1201,10.2925,6.6544,2.7827,0.5604,0.2451,47.8186,30.5916
wa038356,Eswatini,matsanjeni,7,11,0,20,Topsoil_CM,2020,8.9472,0.9052,6.9991,17.7959,12.9672,3.8574,0.5764,1.0457,41.0608,40.4358
